5	5	90.8187
5	10	104.941
5	15	103.942
5	20	99.4094
5	25	95.0647
5	30	92.365
5	35	90.4418
5	40	88.9583
5	45	88.0159
5	50	87.2033
5	55	86.8744
5	60	86.703
5	65	86.9867
5	70	87.4119
5	75	88.1432
5	80	89.1071
5	85	90.2959
5	90	79.7852
10	5	77.5769
10	10	92.896
10	15	93.9804
10	20	91.3699
10	25	88.6087
10	30	86.5019
10	35	85.4494
10	40	84.9151
10	45	84.7757
10	50	84.5013
10	55	84.6087
10	60	84.8616
10	65	85.4627
10	70	86.181
10	75	87.2666
10	80	88.1956
10	85	88.8217
10	90	76.0341
15	5	74.0713
15	10	86.0737
15	15	86.367
15	20	84.811
15	25	83.2618
15	30	81.8131
15	35	81.2359
15	40	81.4319
15	45	81.6354
15	50	82.0753
15	55	82.803
15	60	83.4006
15	65	84.4653
15	70	85.5094
15	75	86.6743
15	80	87.8586
15	85	88.6557
15	90	77.1857
20	5	68.335
20	10	77.9069
20	15	79.4323
20	20	78.7319
20	25	78.0564
20	30	77.3003
20	35	77.2907
20	40	77.974
20	45	78.8783
20	50	79.8901
20	55	80.9786
20	60	82.1663
20	65	83.4088
20	70	84.7525
20	75	86.0956
20	80	87.5891
20	85	88.1931
20	90	75.9827
25	5	59.9907
25	10	70.8292
25	15	72.5404
25	20	72.9709
25	25	72.9745
25	30	73.1638
25	35	73.8745
25	40	74.8063
25	45	76.3961
25	50	77.9606
25	55	79.5033
25	60	81.1114
25	65	82.661
25	70	84.2986
25	75	85.8751
25	80	87.446
25	85	87.6209
25	90	74.3984
30	5	46.1205
30	10	59.9152
30	15	64.488
30	20	66.28
30	25	67.8332
30	30	68.6645
30	35	69.9726
30	40	71.2649
30	45	73.0921
30	50	74.9115
30	55	76.5453
30	60	78.0449
30	65	79.1839
30	70	80.145
30	75	80.2338
30	80	79.5587
30	85	75.7678
30	90	57.6374
35	5	46.5997
35	10	56.8424
35	15	59.8835
35	20	62.2491
35	25	63.8686
35	30	65.8341
35	35	67.4876
35	40	69.6027
35	45	71.9394
35	50	74.5217
35	55	77.0042
35	60	79.3187
35	65	81.5767
35	70	83.5059
35	75	85.6879
35	80	87.6598
35	85	86.002
35	90	70.5311
40	5	36.3945
40	10	48.515
40	15	53.3635
40	20	56.7743
40	25	59.2906
40	30	61.8535
40	35	64.326
40	40	66.8295
40	45	69.4345
40	50	72.1023
40	55	74.7217
40	60	77.1173
40	65	78.9598
40	70	80.5653
40	75	81.8108
40	80	81.8123
40	85	77.5413
40	90	57.5377
45	5	31.6762
45	10	42.8526
45	15	48.2004
45	20	52.1852
45	25	55.7398
45	30	58.9766
45	35	62.226
45	40	65.2076
45	45	68.4039
45	50	71.6443
45	55	74.8283
45	60	77.5296
45	65	79.8376
45	70	82.1182
45	75	83.5984
45	80	83.0664
45	85	78.3973
45	90	55.6333
50	5	25.5299
50	10	36.0272
50	15	42.0666
50	20	47.3237
50	25	51.8237
50	30	56.1319
50	35	60.0358
50	40	63.7312
50	45	67.5351
50	50	71.2261
50	55	74.6302
